"","County","Reporting_Date","Total","UNA","DEM","REP","Total_Third_Party","GRE","LIB","RFP","CON","NAT","CNV","SSP","Monthly_Change","Percent_Monthly_Change","Cumulative_Change","Percent_Cumulative_Change"
"207","SOMERSET",2016-03-02,208592,103335,54154,50857,246,54,147,1,5,1,37,1,331,0.158682979213009,1817,0.878732922258494
"208","SOMERSET",2016-03-31,209934,103715,54681,51268,270,53,152,1,9,5,45,5,1342,0.639248525727133,3159,1.52774755168662
"209","SOMERSET",2016-04-30,211204,103731,55594,51573,306,50,156,3,25,7,58,7,1270,0.601314369046041,4429,2.14194172409624
"210","SOMERSET",2016-05-31,212663,104082,56388,51854,339,56,161,3,32,14,63,10,1459,0.686061985394733,5888,2.84753959617942
"211","SOMERSET",2016-06-30,212792,93097,63963,55384,348,57,161,3,35,16,63,13,129,0.0606225797962329,6017,2.90992624833756
"212","SOMERSET",2016-08-05,216263,93738,65793,56266,466,76,191,5,58,27,85,24,3471,1.6049902202411,9488,4.58856244710434
"213","SOMERSET",2016-08-31,217558,94412,66260,56371,515,87,210,5,68,31,85,29,1295,0.595243567232646,10783,5.21484705597872
"214","SOMERSET",2016-10-05,219158,95428,66650,56522,558,93,224,5,77,36,89,34,1600,0.730066892379014,12383,5.98863498972313
"215","SOMERSET",2016-11-07,224334,98690,67831,57177,636,109,253,5,91,44,94,40,5176,2.30727397541166,17559,8.49183895538629
"216","SOMERSET",2016-11-30,224438,98696,67913,57195,634,109,252,5,90,44,94,40,104,0.046337964159367,17663,8.54213517107968
"217","SUSSEX",2015-12-31,98329,44403,15721,38048,157,26,89,1,8,0,32,1,86,0.0874614813534156,86,0.0875380434229411
"218","SUSSEX",2016-01-31,98331,44476,15742,37953,160,26,91,1,9,0,32,1,2,0.00203394656822365,88,0.0895738118746374
"219","SUSSEX",2016-03-02,98749,44826,15819,37943,161,25,94,1,8,0,32,1,418,0.423295425776464,506,0.515049418279165
"220","SUSSEX",2016-03-31,99335,44990,16007,38149,189,31,99,1,8,3,42,5,586,0.589922987869331,1092,1.11152957462618
"221","SUSSEX",2016-04-30,99842,45016,16352,38264,210,31,99,3,8,5,58,6,507,0.507802327677731,1599,1.6275968771312
"222","SUSSEX",2016-05-31,100273,45242,16480,38332,219,32,101,4,8,5,62,7,431,0.429826573454469,2030,2.06630497847175
"223","SUSSEX",2016-06-30,100337,40081,19119,40913,224,33,98,4,8,6,66,9,64,0.0637850444003707,2094,2.13144956892603
"224","SUSSEX",2016-08-05,101118,40439,19279,41146,254,40,103,4,9,8,79,11,781,0.772364959749995,2875,2.92641714931344
"225","SUSSEX",2016-08-31,101858,40896,19381,41304,277,46,113,4,9,8,88,9,740,0.726501600267038,3615,3.67965147644107
"226","SUSSEX",2016-10-05,102382,41196,19461,41423,302,52,124,4,9,8,92,13,524,0.511808716375926,4139,4.2130228107855
"227","SUSSEX",2016-11-07,103896,42211,19653,41701,331,59,135,4,9,11,100,13,1514,1.45722645722646,5653,5.7540995287196
"228","SUSSEX",2016-11-30,103805,42126,19643,41707,329,59,135,4,9,11,98,13,-91,-0.0876643706950532,5562,5.66147206416742
"229","UNION",2015-12-31,307695,139158,126237,42106,194,40,118,1,8,0,26,1,154,0.0500495620663319,154,0.0500746241964486
"230","UNION",2016-01-31,308015,139605,126122,42093,195,40,119,1,8,0,26,1,320,0.103891044267325,474,0.1541257913579
"231","UNION",2016-03-02,308380,139948,126095,42120,217,42,123,1,15,2,31,3,365,0.118360464362151,839,0.272809153901431
"232","UNION",2016-03-31,310138,140416,126829,42584,309,44,143,4,43,9,47,19,1758,0.566844436992565,2597,0.844440253494656
"233","UNION",2016-04-30,311781,140555,127888,42960,378,53,153,5,63,14,60,30,1643,0.5269724582319,4240,1.37867796488923
"234","UNION",2016-05-31,313750,140969,128994,43343,444,59,161,6,80,21,72,45,1969,0.627569721115538,6209,2.01891780282954
"235","UNION",2016-06-30,316064,137875,132918,44714,557,77,178,14,104,33,93,58,2314,0.732130201478182,8523,2.77133780536579
"236","UNION",2016-08-05,318852,132350,139545,46310,647,86,189,17,132,40,113,70,2788,0.874386862870548,11311,3.67788359925994
"237","UNION",2016-08-31,319853,127850,143881,47386,736,107,208,14,153,48,127,79,1001,0.312956264283905,12312,4.00336865653685
"238","UNION",2016-10-05,322270,129253,144599,47603,815,119,230,14,168,53,142,89,2417,0.749992242529556,14729,4.78928012850319
"239","UNION",2016-11-07,329166,133450,146615,48147,954,146,263,17,201,66,161,100,6896,2.09499158479308,21625,7.03158278083247
"240","UNION",2016-11-30,330109,134091,146828,48204,986,149,269,18,208,69,168,105,943,0.285663220330255,22568,7.33820856406138
"241","WARREN",2015-12-31,72368,32068,14691,25515,94,16,54,1,5,0,18,0,220,0.304001768737564,220,0.304928757553917
"242","WARREN",2016-01-31,72673,32276,14747,25557,93,15,54,1,5,0,18,0,305,0.419688192313514,525,0.727670898708211
"243","WARREN",2016-03-02,72912,32423,14775,25619,95,14,53,1,5,0,22,0,239,0.327792407285495,764,1.05893441259633
"244","WARREN",2016-03-31,73276,32554,14849,25766,107,17,52,2,9,4,23,0,364,0.496752006113871,1128,1.56345290236736
"245","WARREN",2016-04-30,73875,32662,15064,26022,127,18,54,2,14,6,30,3,599,0.81082910321489,1727,2.39369074679825
"246","WARREN",2016-05-31,74417,32815,15239,26219,144,19,53,2,19,8,37,6,542,0.728328204576911,2269,3.14492432222653
"247","WARREN",2016-06-30,74630,29309,16964,28207,150,19,54,2,20,9,38,8,213,0.28540801286346,2482,3.44015080113101
"248","WARREN",2016-08-05,75346,29685,17039,28426,196,28,67,2,29,13,46,11,716,0.950282695829905,3198,4.4325553029883
"249","WARREN",2016-08-31,75857,29952,17115,28564,226,31,76,4,35,15,51,14,511,0.673635920218306,3709,5.14082164439763
"250","WARREN",2016-10-05,76311,30195,17191,28680,245,36,82,4,39,18,52,14,454,0.59493388895441,4163,5.77008371680435
"251","WARREN",2016-11-07,77739,31100,17417,28954,268,36,96,5,44,17,56,14,1428,1.8369158337514,5591,7.74934856129068
"252","WARREN",2016-11-30,77617,31060,17387,28902,268,36,96,5,44,17,56,14,-122,-0.157182060631047,5469,7.58025170482896
"253","STATEWIDE",2015-12-31,5426122,2617031,1746154,1058106,4831,1253,2589,62,173,37,692,25,9559,0.176166330207835,9559,0.176477223656404
"254","STATEWIDE",2016-01-31,5437837,2628726,1745680,1058583,4848,1248,2599,62,173,38,703,25,11715,0.215434923849317,21274,0.39275828602012
"255","STATEWIDE",2016-03-02,5452229,2641154,1746299,1059716,5060,1251,2644,66,185,54,814,46,14392,0.263965435054177,35666,0.658461832715691
"256","STATEWIDE",2016-03-31,5478813,2650068,1754778,1067989,5978,1327,2810,86,305,148,1143,159,26584,0.485214589364521,62250,1.14925276416059
"257","STATEWIDE",2016-04-30,5508008,2652061,1771461,1077360,7126,1417,2983,108,544,279,1492,303,29195,0.530046434209972,91445,1.68824769507896
"258","STATEWIDE",2016-05-31,5552475,2663184,1793927,1086925,8439,1571,3258,146,828,396,1796,444,44467,0.800850071364572,135912,2.5091926374714
"259","STATEWIDE",2016-06-30,5570008,2523326,1899948,1137460,9274,1645,3417,170,997,488,1993,564,17533,0.314775131382217,153445,2.83288498629112
"260","STATEWIDE",2016-08-05,5603357,2418684,1994338,1179441,10894,1913,3732,213,1337,618,2346,735,33349,0.595161079331551,186794,3.44857061572071
"261","STATEWIDE",2016-08-31,5643537,2414866,2026282,1189478,12911,2271,4191,261,1760,767,2737,924,40180,0.711964854664725,226974,4.19036942799336
"262","STATEWIDE",2016-10-05,5691466,2437149,2042288,1197300,14729,2562,4684,316,2130,905,3052,1080,47929,0.842120465974847,274903,5.07522943977574
"263","STATEWIDE",2016-11-07,5819276,2516275,2074093,1211544,17364,3068,5405,371,2627,1096,3509,1288,127810,2.19632132932,402713,7.43484382993422
"264","STATEWIDE",2016-11-30,5826117,2518824,2076528,1213075,17690,3120,5493,376,2689,1127,3571,1314,6841,0.117419543754442,409554,7.56114163169523
