"","County","Reporting_Date","Total","UNA","DEM","REP","Total_Third_Party","GRE","LIB","RFP","CON","NAT","CNV","SSP","Monthly_Change","Percent_Monthly_Change","Cumulative_Change","Percent_Cumulative_Change"
"17","BERGEN",2016-04-30,555495,275776,169111,109887,721,160,291,8,28,34,167,33,3477,0.625928226176653,11158,2.0498330997158
"18","BERGEN",2016-05-31,558867,276410,170919,110707,831,167,312,11,57,43,200,41,3372,0.603363590979607,14530,2.66930228883945
"19","BERGEN",2016-06-30,559955,261772,182516,114801,866,169,319,11,57,48,217,45,1088,0.194301327785268,15618,2.86917846848552
"20","BERGEN",2016-08-05,566853,250154,194987,120708,1004,181,358,16,73,63,256,57,6898,1.21689397427552,22516,4.13640814421948
"21","BERGEN",2016-08-31,571314,251952,196662,121457,1243,217,405,25,125,76,310,85,4461,0.780831556727124,26977,4.95593722271314
"22","BERGEN",2016-10-05,577186,255466,198176,122178,1366,238,438,28,144,86,338,94,5872,1.0173496931665,32849,6.03468072168528
"23","BERGEN",2016-11-07,590057,263489,201413,123563,1592,278,500,30,184,106,383,111,12871,2.18131468654723,45720,8.39920857850927
"24","BERGEN",2016-11-30,590522,263755,201584,123567,1616,285,512,30,186,104,388,111,465,0.0787438909981339,46185,8.48463360014109
"25","BURLINGTON",2015-12-31,297572,135799,94058,67421,294,62,174,4,15,0,37,2,572,0.19222238651486,572,0.192592592592593
"26","BURLINGTON",2016-01-31,298274,136427,94133,67422,292,62,172,4,15,0,37,2,702,0.235354070418474,1274,0.428956228956229
"27","BURLINGTON",2016-03-02,297852,136426,93866,67263,297,60,177,3,16,0,39,2,-422,-0.141681103366773,852,0.286868686868687
"28","BURLINGTON",2016-03-31,298748,136626,94205,67567,350,70,181,3,31,6,48,11,896,0.29991832581306,1748,0.588552188552188
"29","BURLINGTON",2016-04-30,300344,136920,95095,67946,383,73,182,3,42,8,56,19,1596,0.531390672029406,3344,1.12592592592593
"30","BURLINGTON",2016-05-31,301877,137139,95995,68315,428,78,186,3,60,13,67,21,1533,0.507822722499561,4877,1.64208754208754
"31","BURLINGTON",2016-06-30,303742,133410,99842,70011,479,84,205,3,64,18,77,28,1865,0.614007940949885,6742,2.27003367003367
"32","BURLINGTON",2016-08-05,305252,122408,108477,73811,556,99,220,3,89,24,85,36,1510,0.494673253574096,8252,2.77845117845118
"33","BURLINGTON",2016-08-31,307050,123220,109095,74093,642,119,249,4,105,28,94,43,1798,0.585572382348152,10050,3.38383838383838
"34","BURLINGTON",2016-10-05,308967,124219,109606,74431,711,130,271,5,112,35,112,46,1917,0.620454611657556,11967,4.02929292929293
"35","BURLINGTON",2016-11-07,314352,127632,110786,75120,814,149,304,5,126,43,132,55,5385,1.71304779355627,17352,5.84242424242424
"36","BURLINGTON",2016-11-30,315495,127854,111361,75454,826,152,310,5,128,43,134,54,1143,0.36228783340465,18495,6.22727272727273
"37","CAMDEN",2015-12-31,327893,153093,132432,42074,294,100,155,3,8,1,26,1,337,0.102777430442248,337,0.102883171121885
"38","CAMDEN",2016-01-31,328338,153667,132239,42139,293,100,154,3,8,1,27,0,445,0.135531068593949,782,0.238737803612207
"39","CAMDEN",2016-03-02,329273,154517,132251,42213,292,100,154,3,7,1,27,0,935,0.283958903402344,1717,0.524185177496367
"40","CAMDEN",2016-03-31,330579,154766,132827,42652,334,105,157,3,7,6,55,1,1306,0.395064417279985,3023,0.92289562700729
"41","CAMDEN",2016-04-30,332588,154992,134002,43190,404,109,167,6,17,15,84,6,2009,0.604050657269655,5032,1.53622586672203
"42","CAMDEN",2016-05-31,335617,155903,135468,43735,511,123,190,8,43,24,109,14,3029,0.902516857012607,8061,2.46095324158312
"43","CAMDEN",2016-06-30,336894,146952,143333,46014,595,127,204,12,63,31,131,27,1277,0.379050977458785,9338,2.850810243134
"44","CAMDEN",2016-08-05,338698,138866,151136,47985,711,146,216,16,92,42,159,40,1804,0.532627886790002,11142,3.4015557645105
"45","CAMDEN",2016-08-31,340324,139451,151847,48239,787,158,235,20,102,48,175,49,1626,0.477779997884369,12768,3.89795943289086
"46","CAMDEN",2016-10-05,342097,140302,152430,48490,875,173,258,22,119,56,194,53,1773,0.518274056773371,14541,4.43924092368938
"47","CAMDEN",2016-11-07,348103,143715,154353,49000,1035,207,287,24,141,70,235,71,6006,1.725351404613,20547,6.27282052534528
"48","CAMDEN",2016-11-30,348638,143806,154616,49134,1082,212,298,25,150,78,240,79,535,0.153454299301855,21082,6.43615137564264
"49","CAPE MAY",2015-12-31,67508,28372,13152,25921,63,18,31,1,2,0,11,0,89,0.131836226817562,89,0.132010264168854
"50","CAPE MAY",2016-01-31,67592,28470,13152,25907,63,18,31,1,2,0,11,0,84,0.124275062137531,173,0.256604221361931
"51","CAPE MAY",2016-03-02,67733,28638,13165,25867,63,17,31,1,3,0,11,0,141,0.208170315798798,314,0.46574407807888
"52","CAPE MAY",2016-03-31,67973,28707,13262,25931,73,19,34,1,3,0,14,2,240,0.353081370544187,554,0.82172681291624
"53","CAPE MAY",2016-04-30,68222,28639,13447,26046,90,20,36,1,5,3,20,5,249,0.364984902230952,803,1.19105890031
"54","CAPE MAY",2016-05-31,68655,28733,13636,26173,113,22,45,1,10,5,23,7,433,0.630689680285485,1236,1.83331108441241
"55","CAPE MAY",2016-06-30,68957,25866,15315,27647,129,22,50,2,16,5,24,10,302,0.437954087329785,1538,2.28125602574942
"56","CAPE MAY",2016-08-05,69198,25949,15366,27730,153,30,57,2,20,6,27,11,241,0.348275961732998,1779,2.63872202198193
"57","CAPE MAY",2016-08-31,69432,26085,15395,27779,173,35,64,2,23,6,32,11,234,0.337020394054615,2013,2.98580518844836
"58","CAPE MAY",2016-10-05,69809,26277,15462,27881,189,35,70,2,27,6,34,15,377,0.540044979873655,2390,3.54499473442205
"59","CAPE MAY",2016-11-07,70888,26902,15661,28107,218,40,75,1,34,8,43,17,1079,1.5221193996163,3469,5.14543377979501
"60","CAPE MAY",2016-11-30,70980,26894,15696,28167,223,43,77,1,36,8,43,15,92,0.129613975767822,3561,5.28189382814933
"61","CUMBERLAND",2015-12-31,87637,49112,23923,14540,62,17,30,2,5,1,7,0,212,0.241906957107158,212,0.24249356591364
"62","CUMBERLAND",2016-01-31,87621,49173,23862,14525,61,17,29,2,5,1,7,0,-16,-0.018260462674473,196,0.224192164712611
"63","CUMBERLAND",2016-03-02,87801,49368,23813,14558,62,17,30,2,5,1,7,0,180,0.205009054566577,376,0.430082928224192
"64","CUMBERLAND",2016-03-31,87975,49435,23848,14625,67,16,34,2,5,1,8,1,174,0.197783461210571,550,0.629110666285387
"65","CUMBERLAND",2016-04-30,88312,49358,24087,14771,96,19,37,2,17,8,10,3,337,0.381601594347314,887,1.01458392908207
"66","CUMBERLAND",2016-05-31,88869,49648,24256,14839,126,22,44,3,23,10,15,9,557,0.626765238722164,1444,1.65170145839291
"67","CUMBERLAND",2016-06-30,89105,47405,25921,15632,147,22,49,4,26,15,19,12,236,0.264856068683014,1680,1.92164712610809
"68","CUMBERLAND",2016-08-05,89328,45568,27291,16293,176,25,52,6,36,18,22,17,223,0.24964176965789,1903,2.17672290534744
"69","CUMBERLAND",2016-08-31,89949,45759,27481,16474,235,35,61,8,50,24,36,21,621,0.690391221692292,2524,2.8870460394624
"70","CUMBERLAND",2016-10-05,90417,46026,27618,16513,260,36,70,9,58,24,40,23,468,0.517601778426623,2992,3.42236202459251
"71","CUMBERLAND",2016-11-07,91767,46724,28023,16689,331,46,83,11,72,37,53,29,1350,1.47111706822714,4342,4.96654275092937
"72","CUMBERLAND",2016-11-30,91849,46709,28074,16717,349,47,85,11,78,38,57,33,82,0.0892769654541693,4424,5.06033743208464
"73","ESSEX",2015-12-31,493220,228263,221525,43135,297,81,163,7,20,6,16,4,2333,0.473014070800049,2333,0.47526212753648
"74","ESSEX",2016-01-31,494832,229722,221596,43215,299,80,163,7,21,6,17,5,1612,0.325767129045818,3945,0.803647275238497
"75","ESSEX",2016-03-02,498216,232359,222127,43430,300,78,165,7,21,6,18,5,3384,0.6792234693386,7329,1.49301162996779
"76","ESSEX",2016-03-31,501807,234433,223137,43888,349,78,167,10,41,9,30,14,3591,0.715613771828611,10920,2.22454454894915
"77","ESSEX",2016-04-30,504489,235078,224587,44405,419,85,174,12,62,19,42,25,2682,0.531627052324233,13602,2.77090246838886
"78","ESSEX",2016-05-31,508830,236256,227284,44821,469,95,187,13,75,19,50,30,4341,0.853133659571959,17943,3.65522004045738
"79","ESSEX",2016-06-30,508651,226483,235931,45769,468,93,187,13,75,20,51,29,-179,-0.035191123186625,17764,3.61875543658724
"80","ESSEX",2016-08-05,508324,211276,248809,47729,510,100,192,13,84,27,62,32,-327,-0.0643290499759996,17437,3.55214132784123
"81","ESSEX",2016-08-31,513914,213230,251669,48349,666,120,219,15,126,37,103,46,5590,1.08773063197344,23027,4.69089627551758
"82","ESSEX",2016-10-05,521314,216245,255051,49074,944,161,269,23,181,58,178,74,7400,1.41948998108626,30427,6.19837151931096
"83","ESSEX",2016-11-07,535153,224799,259419,49843,1092,191,306,28,228,69,185,85,13839,2.58598942732265,44266,9.01755393807536
"84","ESSEX",2016-11-30,535778,225444,259387,49855,1092,192,308,27,227,69,185,84,625,0.116652792761181,44891,9.14487448231467
"85","GLOUCESTER",2015-12-31,198345,91831,69291,37015,208,55,125,2,8,0,18,0,374,0.188560336786912,374,0.188916558485839
"86","GLOUCESTER",2016-01-31,199094,92383,69386,37118,207,52,126,2,8,0,19,0,749,0.376204205048871,1123,0.567254799945447
"87","GLOUCESTER",2016-03-02,196349,90906,68421,36823,199,48,121,2,8,0,20,0,-2745,-1.39802087100011,-1622,-0.819311919422542
"88","GLOUCESTER",2016-03-31,197084,91119,68586,37165,214,48,122,3,6,2,32,1,735,0.372937427695805,-887,-0.448045420793955
"89","GLOUCESTER",2016-04-30,198114,91105,69125,37640,244,55,126,3,6,4,45,5,1030,0.519902682294033,143,0.0722328017739972
"90","GLOUCESTER",2016-05-31,199300,91109,69837,38067,287,60,134,5,8,6,66,8,1186,0.595082789764175,1329,0.671310444459037
"91","GLOUCESTER",2016-06-30,200716,82604,76305,41469,338,60,152,6,19,9,76,16,1416,0.705474401642121,2745,1.38656671936799
"92","GLOUCESTER",2016-08-05,202118,83116,76650,41936,416,74,173,9,24,18,95,23,1402,0.693654202000811,4147,2.09475125144592
"93","GLOUCESTER",2016-08-31,202856,83388,76903,42091,474,82,189,10,26,22,116,29,738,0.36380486650629,4885,2.4675331235383
"94","GLOUCESTER",2016-10-05,204025,84019,77141,42346,519,93,211,10,30,23,120,32,1169,0.572968998897194,6054,3.05802364992852
"95","GLOUCESTER",2016-11-07,207506,86220,77790,42898,598,105,233,10,37,32,144,37,3481,1.67754185421144,9535,4.81636199241303
"96","GLOUCESTER",2016-11-30,207336,86142,77726,42871,597,105,233,10,37,32,144,36,-170,-0.0819925145657291,9365,4.73049082946492
"97","HUDSON",2015-12-31,313178,132316,155950,24593,319,81,183,2,17,1,34,1,-513,-0.163804609519187,-513,-0.163536728819125
"98","HUDSON",2016-01-31,314093,133253,155867,24656,317,78,184,2,17,1,34,1,915,0.291314992693247,402,0.128151588665279
"99","HUDSON",2016-03-02,315232,134263,155853,24795,321,79,185,2,17,1,36,1,1139,0.36132118566643,1541,0.491247756550236
"100","HUDSON",2016-03-31,316879,135024,156298,25208,349,81,196,3,21,4,42,2,1647,0.519756752577482,3188,1.01628672802216
"101","HUDSON",2016-04-30,319595,135605,157829,25742,419,86,209,4,46,13,55,6,2716,0.849825560474976,5904,1.88210691412887
"102","HUDSON",2016-05-31,325247,136980,161224,26423,620,111,253,8,92,33,103,20,5652,1.73775622834338,11556,3.68387999655712
"103","HUDSON",2016-06-30,326560,136639,162447,26787,687,123,264,13,105,39,115,28,1313,0.402070063694268,12869,4.10244476252108
"104","HUDSON",2016-08-05,327113,132318,166686,27385,724,128,267,16,115,41,125,32,553,0.169054730322549,13422,4.27873289319745
"105","HUDSON",2016-08-31,329419,121339,178282,28912,886,154,296,26,150,51,153,56,2306,0.700020338838986,15728,5.01385121026743
"106","HUDSON",2016-10-05,335665,123300,181565,29746,1054,177,343,39,181,64,172,78,6246,1.8607838171987,21974,7.00498261027572
"107","HUDSON",2016-11-07,347815,130640,185409,30471,1295,227,407,47,234,78,208,94,12150,3.49323634690856,34124,10.8782209244129
"108","HUDSON",2016-11-30,348067,130829,185445,30484,1309,229,409,47,236,81,210,97,252,0.0723998540510879,34376,10.9585547561135
"109","HUNTERDON",2015-12-31,91035,38780,17442,34683,130,35,75,1,5,1,13,0,37,0.0406437084637777,37,0.0406602342908635
"110","HUNTERDON",2016-01-31,91231,38977,17470,34649,135,35,77,2,5,2,14,0,196,0.214839254200875,233,0.25604958350733
"111","HUNTERDON",2016-03-02,91443,39101,17570,34634,138,32,78,3,4,3,18,0,212,0.231838413000448,445,0.489021736741467
"112","HUNTERDON",2016-03-31,91873,39178,17748,34783,164,35,84,3,13,5,21,3,430,0.468037399453594,875,0.961559594716367
"113","HUNTERDON",2016-04-30,92302,39214,18069,34847,172,33,86,3,17,5,23,5,429,0.464778661350783,1304,1.43299852744016
"114","HUNTERDON",2016-05-31,93010,39441,18326,35046,197,36,97,4,21,6,28,5,708,0.761208472207289,2012,2.21103760522209
"115","HUNTERDON",2016-06-30,93468,35100,21005,37158,205,38,98,4,20,9,29,7,458,0.490007275217187,2470,2.71434537022792
"116","HUNTERDON",2016-08-05,94011,35493,21063,37231,224,41,108,4,21,8,33,9,543,0.577591983916776,3013,3.31106178157762
"117","HUNTERDON",2016-08-31,94562,35806,21181,37323,252,44,121,4,27,10,35,11,551,0.582686491402466,3564,3.91656959493615
"118","HUNTERDON",2016-10-05,95021,36121,21267,37366,267,46,127,4,32,11,34,13,459,0.483051115016681,4023,4.42097628519308
"119","HUNTERDON",2016-11-07,96417,37030,21530,37562,295,50,143,4,35,11,37,15,1396,1.44787744899758,5419,5.95507593573485
"120","HUNTERDON",2016-11-30,96765,37148,21588,37727,302,50,145,4,36,12,40,15,348,0.359634165245698,5767,6.33750192311919
"121","MERCER",2015-12-31,219205,106520,81384,31093,208,78,100,4,4,2,18,2,298,0.135945804155927,298,0.136130868359623
"122","MERCER",2016-01-31,219533,106882,81334,31108,209,78,99,4,4,2,20,2,328,0.149408061658156,626,0.285966186554107
"123","MERCER",2016-03-02,220449,107449,81569,31197,234,81,103,4,6,4,31,5,916,0.415515606784336,1542,0.704408721511875
"124","MERCER",2016-03-31,221632,107774,82108,31477,273,78,107,5,14,8,48,13,1183,0.53376768697661,2725,1.24482085999991
"125","MERCER",2016-04-30,222737,107788,82904,31718,327,79,116,4,30,17,63,18,1105,0.496100782537252,3830,1.7496014289173
"126","MERCER",2016-05-31,223659,107834,83601,31857,367,82,128,3,35,23,73,23,922,0.412234696569331,4752,2.17078485384204
"127","MERCER",2016-06-30,225178,96263,94059,34418,438,92,137,3,56,29,92,29,1519,0.674577445398751,6271,2.86468683048052
"128","MERCER",2016-08-05,226622,96813,94713,34570,526,109,152,3,76,35,112,39,1444,0.637184386334954,7715,3.52432768253185
"129","MERCER",2016-08-31,228148,97437,95426,34685,600,124,165,3,90,41,128,49,1526,0.668864070690955,9241,4.2214273641318
"130","MERCER",2016-10-05,230005,98360,96130,34845,670,135,175,4,109,46,147,54,1857,0.807373752744506,11098,5.06973280890972
"131","MERCER",2016-11-07,235482,101759,97708,35237,778,159,196,5,128,55,167,68,5477,2.32586779456604,16575,7.57170853376091
"132","MERCER",2016-11-30,236640,102183,98202,35431,824,163,203,6,141,59,180,72,1158,0.489350912778905,17733,8.10070029738656
"133","MIDDLESEX",2015-12-31,482356,250360,172259,59323,414,120,190,16,13,5,67,3,368,0.0762921991226397,368,0.0763504485588853
"134","MIDDLESEX",2016-01-31,483070,251020,172232,59407,411,118,191,16,13,5,65,3,714,0.147804665990436,1082,0.224486916686722
"135","MIDDLESEX",2016-03-02,485609,253056,172453,59691,409,115,191,16,13,5,66,3,2539,0.522848629246987,3621,0.751263516934031
"136","MIDDLESEX",2016-03-31,486556,253557,172303,60257,439,115,204,16,13,7,79,5,947,0.194633300175108,4568,0.947741437546163
"137","MIDDLESEX",2016-04-30,487877,253015,173211,61094,557,120,225,19,39,21,109,24,1321,0.27076496739957,5889,1.22181465098716
"138","MIDDLESEX",2016-05-31,493321,254390,176034,62221,676,136,248,23,67,25,136,41,5444,1.10354110204106,11333,2.35130335195067
"139","MIDDLESEX",2016-06-30,492938,241964,185186,65141,647,127,238,22,65,25,132,38,-383,-0.077697398050059,10950,2.27184079271683
"140","MIDDLESEX",2016-08-05,497363,231608,195647,69140,968,172,295,30,119,46,222,84,4425,0.889692236857185,15375,3.18991344182843
"141","MIDDLESEX",2016-08-31,502292,233487,197597,70001,1207,213,334,35,175,70,266,114,4929,0.981301712947847,20304,4.2125530096185
"142","MIDDLESEX",2016-10-05,505419,235325,198418,70339,1337,236,367,41,200,76,287,130,3127,0.618694588054664,23431,4.86132434832402
"143","MIDDLESEX",2016-11-07,520319,244669,202316,71683,1651,306,451,50,264,92,337,151,14900,2.86362788981375,38331,7.95268761877889
"144","MIDDLESEX",2016-11-30,520327,244582,202377,71720,1648,305,451,50,262,92,337,151,8,0.00153749469083865,38339,7.95434741113887
"145","MONMOUTH",2015-12-31,420543,226134,97936,96074,399,117,191,2,11,1,74,3,553,0.131496660270175,553,0.131669801661944
"146","MONMOUTH",2016-01-31,421363,226866,97902,96192,403,118,194,2,11,1,74,3,820,0.194606550646355,1373,0.326912545536798
"147","MONMOUTH",2016-03-02,422750,227299,98218,96743,490,125,211,5,11,7,119,12,1387,0.328089887640449,2760,0.657158503773899
"148","MONMOUTH",2016-03-31,424789,227443,98916,97861,569,136,226,8,18,11,153,17,2039,0.480003013260701,4799,1.14264625348223
"149","MONMOUTH",2016-04-30,426838,227189,100071,98911,667,149,236,14,37,19,181,31,2049,0.48004160829167,6848,1.6305150122622
"150","MONMOUTH",2016-05-31,430121,228162,101201,99982,776,170,255,16,60,33,199,43,3283,0.763273590454779,10131,2.41220029048311
"151","MONMOUTH",2016-06-30,432430,206210,115041,110352,827,175,266,16,72,37,211,50,2309,0.533959253520801,12440,2.96197528512584
"152","MONMOUTH",2016-08-05,435590,206979,115898,111695,1018,211,299,23,122,52,243,68,3160,0.7254528340871,15600,3.71437415176552
"153","MONMOUTH",2016-08-31,437529,207773,116329,112283,1144,241,336,25,148,63,261,70,1939,0.44317062411863,17539,4.1760518107574
"154","MONMOUTH",2016-10-05,439396,208787,116586,112788,1235,259,369,27,164,74,266,76,1867,0.424901455634553,19406,4.62058620443344
"155","MONMOUTH",2016-11-07,447716,213731,117959,114531,1495,311,443,32,213,92,308,96,8320,1.85832089985616,27726,6.60158575204172
"156","MONMOUTH",2016-11-30,448339,213915,118090,114790,1544,317,456,33,228,99,314,97,623,0.13895735146842,28349,6.74992261720517
"157","MORRIS",2015-12-31,328614,147393,68561,112323,337,75,201,0,9,2,48,2,1281,0.389819058226369,1281,0.391344594037265
"158","MORRIS",2016-01-31,329613,148337,68597,112341,338,76,201,0,8,2,49,2,999,0.303082706082588,2280,0.696538387513633
"159","MORRIS",2016-03-02,330126,148793,68720,112257,356,76,204,0,8,2,62,4,513,0.155395212736955,2793,0.8532595247042
"160","MORRIS",2016-03-31,332005,149201,69449,112931,424,86,211,1,18,9,89,10,1879,0.565955331998012,4672,1.42729269581741
"161","MORRIS",2016-04-30,333955,149355,70550,113566,484,92,217,2,34,15,108,16,1950,0.583911005973859,6622,2.02301631671723
"162","MORRIS",2016-05-31,336278,149940,71634,114158,546,96,233,4,46,23,116,28,2323,0.69079749492979,8945,2.73269117381993
"163","MORRIS",2016-06-30,336650,141441,77103,117536,570,101,239,5,51,24,119,31,372,0.110500519827714,9317,2.84633691073005
"164","MORRIS",2016-08-05,337933,133249,82472,121638,574,102,246,5,50,23,119,29,1283,0.379661057073444,10600,3.23829250335285
"165","MORRIS",2016-08-31,340577,134782,83085,122003,707,130,284,8,72,33,140,40,2644,0.776329581856673,13244,4.04603263343445
"166","MORRIS",2016-10-05,345830,137437,84383,123150,860,143,340,13,112,45,161,46,5253,1.51895439956048,18497,5.65082041835073
"167","MORRIS",2016-11-07,352646,141970,85671,124023,982,166,392,16,135,51,171,51,6816,1.93281647884848,25313,7.73310359786517
"168","MORRIS",2016-11-30,352738,141723,85848,124178,989,168,397,16,135,51,172,50,92,0.0260816810210411,25405,7.76120953279993
"169","OCEAN",2015-12-31,379726,200146,71564,107682,334,78,155,6,8,3,82,2,747,0.196720793414199,747,0.19710854691157
"170","OCEAN",2016-01-31,380957,201322,71495,107802,338,78,159,5,8,3,83,2,1231,0.323133582005318,1978,0.521928655677491
"171","OCEAN",2016-03-02,382235,202713,71312,107866,344,79,162,5,5,3,88,2,1278,0.334349287741834,3256,0.859150507020178
"172","OCEAN",2016-03-31,383553,203493,71344,108326,390,80,167,8,11,12,107,5,1318,0.34362917250028,4574,1.20692703289628
"173","OCEAN",2016-04-30,384873,203221,71768,109387,497,90,187,9,28,21,147,15,1320,0.342970278507456,5894,1.55523129249906
"174","OCEAN",2016-05-31,387743,204069,72549,110540,585,97,202,20,52,32,161,21,2870,0.740180996175302,8764,2.31252919027176
"175","OCEAN",2016-06-30,388421,199116,75075,113583,647,100,212,22,69,40,177,27,678,0.174552869180606,9442,2.49143092361318
"176","OCEAN",2016-08-05,390494,184059,82800,122890,745,119,226,26,96,44,193,41,2073,0.530866031232234,11515,3.03842693130754
"177","OCEAN",2016-08-31,393041,185180,83275,123737,849,133,255,27,124,52,208,50,2547,0.648023997496444,14062,3.71049583222289
"178","OCEAN",2016-10-05,395319,186688,83122,124470,1039,173,307,32,174,64,233,56,2278,0.576243489435114,16340,4.31158454690102
"179","OCEAN",2016-11-07,402458,191170,83985,126080,1223,213,354,38,206,73,261,78,7139,1.77384969363263,23479,6.19533008425269
"180","OCEAN",2016-11-30,402435,191042,83972,126149,1272,222,370,38,211,78,269,84,-23,-0.00571520866723819,23456,6.18926114639597
"181","PASSAIC",2015-12-31,279689,140235,90291,49008,155,30,82,2,2,1,36,2,315,0.11262509430117,315,0.112752081439218
"182","PASSAIC",2016-01-31,280438,141093,90191,48997,157,31,83,2,2,1,36,2,749,0.267082207118864,1064,0.38085147508358
"183","PASSAIC",2016-03-02,281214,141851,90194,48998,171,35,85,2,2,3,41,3,776,0.27594643225444,1840,0.658615332851303
"184","PASSAIC",2016-03-31,283232,142604,90943,49397,288,44,99,3,2,19,100,21,2018,0.7124901141114,3858,1.38094454029366
"185","PASSAIC",2016-04-30,285042,143218,91655,49813,356,49,110,3,1,32,135,26,1810,0.634994141214277,5668,2.02882157967456
"186","PASSAIC",2016-05-31,287499,143873,92976,50245,405,54,121,4,1,36,155,34,2457,0.854611668214498,8125,2.90828781490046
"187","PASSAIC",2016-06-30,289253,143363,94552,50789,549,65,150,5,25,50,196,58,1754,0.606389562078872,9879,3.53612003980327
"188","PASSAIC",2016-08-05,288878,128178,105597,54542,561,70,156,7,31,49,190,58,-375,-0.129812585243598,9504,3.40189137142325
"189","PASSAIC",2016-08-31,293462,130140,107320,55227,775,110,196,15,76,68,237,73,4584,1.56204210425881,14088,5.04270261370063
"190","PASSAIC",2016-10-05,294883,130865,107783,55354,881,128,215,20,102,76,258,82,1421,0.481886036156713,15509,5.55133978108199
"191","PASSAIC",2016-11-07,302861,135875,109947,56024,1015,152,256,25,118,83,294,87,7978,2.63421173409584,23487,8.40700995797748
"192","PASSAIC",2016-11-30,303259,136104,110077,56058,1020,157,255,26,116,83,296,87,398,0.131240952453184,23885,8.54947131801814
"193","SALEM",2015-12-31,43169,21689,12484,8957,39,9,26,0,1,0,3,0,138,0.319673840024091,138,0.320699030931189
"194","SALEM",2016-01-31,43154,21694,12460,8961,39,9,26,0,1,0,3,0,-15,-0.0347592343699309,123,0.285840440612582
"195","SALEM",2016-03-02,43238,21697,12449,9031,61,9,32,1,9,0,7,3,84,0.194273555668625,207,0.481048546396784
"196","SALEM",2016-03-31,43360,21707,12443,9129,81,9,39,1,12,1,11,8,122,0.281365313653137,329,0.764565080988125
"197","SALEM",2016-04-30,43519,21680,12522,9224,93,9,42,1,15,3,13,10,159,0.365357659872699,488,1.13406613836536
"198","SALEM",2016-05-31,43723,21732,12574,9311,106,11,48,1,17,3,16,10,204,0.466573656885392,692,1.60814296669843
"199","SALEM",2016-06-30,43890,20021,13600,10152,117,12,51,2,21,3,16,12,167,0.38049669628617,859,1.99623527224559
"200","SALEM",2016-08-05,44063,20111,13622,10196,134,18,53,2,25,4,19,13,173,0.392619658216644,1032,2.3982710139202
"201","SALEM",2016-08-31,44126,20134,13624,10221,147,22,54,2,32,4,20,13,63,0.142772968317998,1095,2.54467709325835
"202","SALEM",2016-10-05,44368,20265,13657,10289,157,24,56,3,34,4,20,16,242,0.545438153624234,1337,3.10706235039855
"203","SALEM",2016-11-07,44836,20552,13729,10377,178,26,62,4,37,6,26,17,468,1.04380408600232,1805,4.1946503683391
"204","SALEM",2016-11-30,44845,20561,13724,10382,178,26,62,4,37,6,26,17,9,0.0200691269929758,1814,4.21556552253027
"205","SOMERSET",2015-12-31,207946,102728,54053,50924,241,53,148,1,5,0,34,0,1171,0.563126965654545,1171,0.566316044009189
"206","SOMERSET",2016-01-31,208261,103058,54073,50888,242,53,147,1,5,0,36,0,315,0.151252514873164,1486,0.718655543465119
