"","County","Reporting_Date","Total","UNA","DEM","REP","Total_Third_Party","GRE","LIB","RFP","CON","NAT","CNV","SSP","Monthly_Change","Percent_Monthly_Change","Cumulative_Change","Percent_Cumulative_Change"
"223","SUSSEX",2020-07-01,109484,37000,24603,46196,1685,296,460,28,291,144,349,117,268,0.244784626064082,2185,2.03636566976393
"224","SUSSEX",2020-08-01,109843,37283,24637,46235,1688,295,464,28,291,143,349,118,359,0.326830112069044,2544,2.37094474319425
"225","SUSSEX",2020-09-01,111032,37088,25308,46920,1716,293,476,29,295,149,354,120,1189,1.0708624540673,3733,3.4790631785944
"226","SUSSEX",2020-10-01,112855,38156,25607,47366,1726,294,488,30,292,147,359,116,1823,1.61534712684418,5556,5.17805384952329
"227","SUSSEX",2020-11-01,115268,39673,25957,47907,1731,288,513,30,276,144,365,115,2413,2.09338237845716,7969,7.4269098500452
"228","SUSSEX",2020-12-01,115259,39445,25986,48127,1701,285,512,30,267,135,360,112,-9,-0.00780850085459704,7960,7.41852207383107
"229","UNION",2019-12-31,352023,127169,167062,53250,4542,568,884,138,1109,457,923,463,843,0.239472988980834,843,0.240047838715189
"230","UNION",2020-02-01,352541,127464,167222,53252,4603,574,901,140,1118,465,939,466,518,0.146933264499732,1361,0.387550543880631
"231","UNION",2020-03-01,355396,128356,168513,53702,4825,595,941,147,1171,491,979,501,2855,0.803329243998244,4216,1.20052394783302
"232","UNION",2020-04-01,356887,128909,169223,53796,4959,614,968,147,1203,503,1003,521,1491,0.417779297088434,5707,1.62509254513355
"233","UNION",2020-05-01,357241,129261,169259,53759,4962,614,973,147,1198,500,1003,527,354,0.0990927693069944,6061,1.7258955521385
"234","UNION",2020-06-01,357591,129658,169262,53732,4939,610,973,144,1186,497,1008,521,350,0.0978771837098809,6411,1.82555954211515
"235","UNION",2020-07-01,358557,128755,170894,53996,4912,604,971,144,1179,493,1004,517,966,0.269413231369071,7377,2.10063215445071
"236","UNION",2020-08-01,359672,122884,176730,55222,4836,595,959,140,1161,482,986,513,1115,0.310004670922396,8492,2.41813315109061
"237","UNION",2020-09-01,360061,123416,176584,55215,4846,598,961,141,1172,477,990,507,389,0.108037249243878,8881,2.52890255709323
"238","UNION",2020-10-01,365854,126898,178162,55901,4893,607,971,146,1183,473,997,516,5793,1.58341852214271,14674,4.17848396833533
"239","UNION",2020-11-01,374532,132533,180268,56891,4840,606,996,146,1143,462,987,500,8678,2.31702498050901,23352,6.6495814112421
"240","UNION",2020-12-01,375412,133014,180456,57082,4860,607,1007,145,1143,463,990,505,880,0.234409129170085,24232,6.9001651574691
"241","WARREN",2019-12-31,80380,29349,19364,30691,976,146,268,18,211,75,189,69,143,0.177904951480468,143,0.178222017273826
"242","WARREN",2020-02-01,80481,29399,19398,30709,975,148,268,19,210,74,191,65,101,0.125495458555435,244,0.304099106397298
"243","WARREN",2020-03-01,81273,29743,19626,30893,1011,149,288,20,207,78,199,70,792,0.974493374183308,1036,1.29117489437541
"244","WARREN",2020-04-01,81487,29832,19737,30903,1015,147,289,19,210,78,201,71,214,0.262618577196363,1250,1.5578847663796
"245","WARREN",2020-05-01,81595,29860,19777,30940,1018,147,293,19,210,78,200,71,108,0.132361051535021,1358,1.6924860101948
"246","WARREN",2020-06-01,81637,29890,19795,30938,1014,147,292,19,209,78,200,69,42,0.0514472604333819,1400,1.74483093834515
"247","WARREN",2020-07-01,81837,27717,21126,31973,1021,151,301,19,206,78,197,69,200,0.24438823515036,1600,1.99409250096589
"248","WARREN",2020-08-01,81863,27721,21116,32004,1022,152,303,19,206,77,195,70,26,0.0317603801473193,1626,2.02649650410658
"249","WARREN",2020-09-01,82343,28040,21188,32085,1030,155,308,18,208,77,196,68,480,0.5829275105352,2106,2.62472425439635
"250","WARREN",2020-10-01,83728,28736,21473,32445,1074,159,327,20,219,78,203,68,1385,1.65416587043761,3491,4.35086057554495
"251","WARREN",2020-11-01,86447,30318,21879,33140,1110,164,347,18,222,76,210,73,2719,3.14527976679353,6210,7.73957151937385
"252","WARREN",2020-12-01,86285,29811,22061,33305,1108,163,347,18,221,76,210,73,-162,-0.187749898591876,6048,7.53766965365106
"253","STATEWIDE",2019-12-31,6114630,2385207,2318688,1336573,74162,10880,16266,1882,16064,6611,15392,7067,5381,0.0880020540899449,5381,0.0880795659171856
"254","STATEWIDE",2020-02-01,6120517,2388497,2320265,1337285,74470,10930,16296,1886,16117,6657,15476,7108,5887,0.0961846850519327,11268,0.184441655594657
"255","STATEWIDE",2020-03-01,6146509,2396169,2331251,1342208,76881,11214,16758,1939,16733,6886,15971,7380,25992,0.422874187607958,37260,0.6098949314392
"256","STATEWIDE",2020-04-01,6166324,2401457,2340478,1346137,78252,11359,17029,1987,17121,7002,16203,7551,19815,0.321342180527653,57075,0.934239216636939
"257","STATEWIDE",2020-05-01,6174326,2404558,2343456,1347640,78672,11411,17152,2004,17216,7025,16266,7598,8002,0.129601190478119,65077,1.06522094614248
"258","STATEWIDE",2020-06-01,6177141,2407570,2343315,1347646,78610,11379,17244,1987,17184,7019,16229,7568,2815,0.0455712440431585,67892,1.11129862279308
"259","STATEWIDE",2020-07-01,6193990,2339837,2401691,1374078,78384,11356,17298,1976,17096,6983,16134,7541,16849,0.272021750115838,84741,1.38709356911136
"260","STATEWIDE",2020-08-01,6212616,2299474,2443640,1390854,78648,11384,17387,1972,17156,7003,16168,7578,18626,0.299809291287277,103367,1.69197556033483
"261","STATEWIDE",2020-09-01,6245885,2293360,2470200,1403024,79301,11445,17613,1990,17334,7040,16231,7648,33269,0.532654699854384,136636,2.23654331326158
"262","STATEWIDE",2020-10-01,6366186,2362169,2498976,1425319,79722,11496,18199,2009,17138,6928,16253,7699,120301,1.88968716905224,256937,4.20570515295743
"263","STATEWIDE",2020-11-01,6485596,2436723,2524164,1445074,79635,11427,18706,1976,16780,6787,16292,7667,119410,1.84115692682677,376347,6.16028254864059
"264","STATEWIDE",2020-12-01,6499835,2440416,2529575,1450137,79707,11434,18811,1974,16757,6764,16302,7665,14239,0.2190670993956,390586,6.39335538623487
